Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average
Turkmenistan,Central Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,35.20%
Turkmenistan,Central Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,35.20%
Turkmenistan,Central Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,35.20%
Turkmenistan,Central Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,35.20%
Turkmenistan,Central Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,35.20%
Turkmenistan,Central Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,35.20%
Turkmenistan,Central Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,95.2%,35.20%
Turkmenistan,Central Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,35.20%
Uganda,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,35.3%,54.20%
Uganda,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,45.4%,54.20%
Uganda,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,37.8%,54.20%
Uganda,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,52.3%,54.20%
Uganda,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,30.8%,54.20%
Uganda,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,42%,54.20%
Uganda,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,54.20%
Uganda,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,82.6%,54.20%
Uganda,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,31.9%,54.20%
Uganda,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,59.3%,54.20%
Uganda,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,54.20%
Uganda,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,54.20%
Uganda,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,80.1%,54.20%
Uganda,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,99.7%,54.20%
Ukraine,Eastern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,80.7%,53.80%
Ukraine,Eastern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,59.3%,53.80%
Ukraine,Eastern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.80%
Ukraine,Eastern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,26.2%,53.80%
Ukraine,Eastern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.80%
Ukraine,Eastern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,68.9%,53.80%
Ukraine,Eastern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,67.5%,53.80%
Ukraine,Eastern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.80%
Ukraine,Eastern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,55.1%,53.80%
Ukraine,Eastern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,69.2%,53.80%
Ukraine,Eastern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,41.8%,53.80%
Ukraine,Eastern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,56.2%,53.80%
Ukraine,Eastern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,93.5%,53.80%
Ukraine,Eastern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.80%
United Arab Emirates,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,85.9%,28.70%
United Arab Emirates,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,93.1%,28.70%
United Arab Emirates,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,28.70%
United Arab Emirates,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,28.70%
United Arab Emirates,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,93.2%,28.70%
United Arab Emirates,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,28.70%
United Kingdom,Northern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,99.9%,62.70%
United Kingdom,Northern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,66.4%,62.70%
United Kingdom,Northern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,62.70%
United Kingdom,Northern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,69.9%,62.70%
United Kingdom,Northern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,62.70%
United Kingdom,Northern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,87.7%,62.70%
United Kingdom,Northern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,62.70%
United Kingdom,Northern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,62.70%
United Kingdom,Northern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,91.2%,62.70%
United Kingdom,Northern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,95.4%,62.70%
United Kingdom,Northern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,79%,62.70%
United Kingdom,Northern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,91.8%,62.70%
